40
1 1 1.2858994224272665e+001
1 2 8.4377659351673326e+000
1 3 9.1131246114817337e+000
1 4 8.5447678439881667e+000
1 5 9.7238669763829808e+000
1 6 9.4392727022201974e+000
1 7 1.0360883228209644e+001
1 8 9.4298624235061261e+000
1 9 1.0056099468041285e+001
1 10 9.3351744100374709e+000
1 11 9.1728143328587155e+000
1 12 7.7136891785405490e+000
1 13 1.0585918165579248e+001
1 14 8.0324905053731523e+000
1 15 1.0100194033642161e+001
1 16 9.7833349869302886e+000
1 17 1.0231450554395851e+001
1 18 1.0685655609857287e+001
1 19 9.0124001927248596e+000
1 20 1.1235034178582008e+001
1 21 9.1085571069904958e+000
1 22 8.5312825707047892e+000
1 23 7.8027666588498397e+000
1 24 8.8561540993153205e+000
1 25 9.7599232547124757e+000
1 26 7.9998943424913431e+000
1 27 8.2638535441943439e+000
1 28 1.0725922035744652e+001
1 29 1.0622256302404528e+001
1 30 9.3575938873304310e+000
1 31 7.3918618771474254e+000
1 32 9.3833680224170894e+000
1 33 1.0856682131079017e+001
1 34 8.6480155065093509e+000
1 35 8.1671531143628471e+000
1 36 9.3244600284196899e+000
1 37 6.9418568126103741e+000
1 38 8.6013976139910735e+000
1 39 9.3973990058145755e+000
1 40 9.3266420655565838e+000
2 1 8.4377659351673326e+000
2 2 1.3332128417065366e+001
2 3 9.4167719021053475e+000
2 4 1.0342771409231187e+001
2 5 9.1987402797617612e+000
2 6 1.0137830047761144e+001
2 7 9.7753410621350252e+000
2 8 1.1610357960492045e+001
2 9 1.0521950041087205e+001
2 10 9.7694940659238991e+000
2 11 8.7529041912849728e+000
2 12 8.6827705654695801e+000
2 13 1.1307306625412423e+001
2 14 9.3212294659258248e+000
2 15 8.8927100008053745e+000
2 16 1.1234406180041988e+001
2 17 1.1152540352321894e+001
2 18 1.0021599712023079e+001
2 19 1.0571039634880579e+001
2 20 1.1771493963374743e+001
2 21 9.8453437708531144e+000
2 22 9.4877050834078869e+000
2 23 9.2129314736080428e+000
2 24 1.0389781548220242e+001
2 25 1.0824093240055818e+001
2 26 9.7460019897129389e+000
2 27 8.2668449608415990e+000
2 28 1.1504922614622549e+001
2 29 9.8381381741412657e+000
2 30 1.1237922323837074e+001
2 31 8.9858609804209415e+000
2 32 9.2231121375303875e+000
2 33 1.1389342549941146e+001
2 34 8.9673698861445459e+000
2 35 8.9559488449424105e+000
2 36 8.2749507431655136e+000
2 37 8.0840619090909698e+000
2 38 9.2233566816722128e+000
2 39 1.0609746055036272e+001
