10
1 1 4.8743778479287618e+000
1 2 -1.0780280996172247e+000
1 3 -1.0168876815195740e+000
1 4 -8.2024179111473283e-001
1 5 1.1586758942454407e+000
1 6 -1.5669855375558635e+000
1 7 1.1540548370694950e+000
1 8 8.1918155732266340e-001
1 9 2.4407142029848600e-001
1 10 -3.2203917278081495e-001
2 1 -1.0780280996172247e+000
2 2 4.3269423518035284e+000
2 3 -9.4559320165164262e-001
2 4 1.1205591474536216e+000
2 5 -1.2257666071740625e+000
2 6 -1.8860212658601128e-001
2 7 -1.8763040926755947e-001
2 8 -8.8759799269074860e-002
2 9 -1.5537067162207514e+000
2 10 -5.1870020472933587e-001
3 1 -1.0168876815195740e+000
3 2 -9.4559320165164262e-001
3 3 4.1867282203507976e+000
3 4 9.7878534949258655e-001
3 5 2.6431524358948910e-001
3 6 -1.9007584400751057e-001
3 7 3.6979001795776578e-001
3 8 8.6594360301597739e-001
3 9 1.0431805131772254e+000
3 10 -1.5983252878150527e+000
4 1 -8.2024179111473283e-001
4 2 1.1205591474536216e+000
4 3 9.7878534949258655e-001
4 4 4.9901251101918405e+000
4 5 2.3548983507169008e-001
4 6 -1.1839467717145589e-001
4 7 3.0902462501223960e-001
4 8 8.6987138680428799e-001
4 9 3.0657289803715310e-001
4 10 -8.4331034660730733e-002
5 1 1.1586758942454407e+000
5 2 -1.2257666071740625e+000
5 3 2.6431524358948910e-001
5 4 2.3548983507169008e-001
5 5 3.0763783312917465e+000
5 6 -6.5445368474898041e-002
5 7 1.2382107021426412e+000
5 8 1.6972115434288639e+000
5 9 -1.1538584626883563e+000
5 10 -3.2489764670768223e-001
6 1 -1.5669855375558635e+000
6 2 -1.8860212658601128e-001
6 3 -1.9007584400751057e-001
6 4 -1.1839467717145589e-001
6 5 -6.5445368474898041e-002
6 6 2.0498866633980932e+000
6 7 -1.1322198021385983e+000
6 8 9.6929027622950770e-001
6 9 -8.1313670125547122e-001
6 10 -5.0589396728377312e-001
7 1 1.1540548370694950e+000
7 2 -1.8763040926755947e-001
7 3 3.6979001795776578e-001
7 4 3.0902462501223960e-001
7 5 1.2382107021426412e+000
7 6 -1.1322198021385983e+000
7 7 4.0945320937174339e+000
7 8 1.0511572075613900e+000
7 9 -3.1441300374004744e-001
7 10 -1.0364026999652104e-001
8 1 8.1918155732266340e-001
8 2 -8.8759799269074860e-002
8 3 8.6594360301597739e-001
8 4 8.6987138680428799e-001
8 5 1.6972115434288639e+000
8 6 9.6929027622950770e-001
8 7 1.0511572075613900e+000
8 8 6.2336681502205380e+000
8 9 3.8025030365452694e-001
8 10 5.1206245819810897e-002
9 1 2.4407142029848600e-001
9 2 -1.5537067162207514e+000
9 3 1.0431805131772254e+000
9 4 3.0657289803715310e-001
9 5 -1.1538584626883563e+000
9 6 -8.1313670125547122e-001
9 7 -3.1441300374004744e-001
9 8 3.8025030365452694e-001
9 9 4.3293785047127518e+000
9 10 -6.5545397334041933e-001
10 1 -3.2203917278081495e-001
10 2 -5.1870020472933587e-001
10 3 -1.5983252878150527e+000
10 4 -8.4331034660730733e-002
10 5 -3.2489764670768223e-001
10 6 -5.0589396728377312e-001
10 7 -1.0364026999652104e-001
10 8 5.1206245819810897e-002
10 9 -6.5545397334041933e-001
10 10 6.8379827263855182e+000
